ID,smiles,clogp,tpsa,mw,scaffold_clogp,scaffold_tpsa,scaffold_mw
STOCK1S-00226,O=C(CN1CCN(CC(=O)c2ccccc2)CC1)c1ccccc1,-0.7525843269176121,-1.4413621251103756,-0.8407286873844999,-0.6221422371111678,-1.4413621251103743,-0.8407286873844999
STOCK1S-00229,Cn1c(Oc2ccccc2/N=C/c2ccc([N+](=O)[O-])cc2)cc(=O)n(C)c1=O,-0.8081675473589819,1.2527338910948915,-0.1223180588322219,-0.5016439344479053,0.4054642292667195,-1.0276023861486323
STOCK1S-00230,CN1CCc2c(C#N)c(N3CCOCC3)nc(NC3CCCCC3)c2C1,-0.4083763104228916,-0.4999513897457391,-0.4307258512759762,-0.6534014243869108,-1.0932774834629464,-0.9143975464904236
STOCK1S-00231,Cc1n[nH]c2c1C(c1cccnc1)C(C#N)=C(N)O2,-1.1131103530831936,0.93154669902931,-1.6971062622533095,-0.8909304526583791,-1.0386914828409637,-2.3668886896389068
STOCK1S-00232,Cc1ccc2c(c1)c(-c1ccccc1)c(-c1ccccc1)n2CC(O)CN1CCN(Cc2ccccc2)CC1,2.2856250986757924,-1.7965666798824096,1.5537138184985568,1.8323923800676336,-2.59676580494235,1.1816316297967149
STOCK1S-00233,CN(C)C1=N/C(=N/c2ccccc2[N+](=O)[O-])c2ccccc21,-0.4593700906443317,-0.2357235026770101,-1.1885830604209011,-0.20011771199852915,-2.0702877844506147,-2.2799781199084617
STOCK1S-00234,C(=N/Cc1ccccc1)\c1cn(-c2ccccc2)nc1-c1ccccc1,1.1489737375398892,-1.8543170863375509,-0.6548799250087897,0.7998703181439123,-1.8543170863375509,-0.6548799250087897
STOCK1S-00236,Cc1ccc(/C=C/C(=O)c2cc(C)c(C)cc2C)o1,0.5895719685106916,-1.8531304341501167,-1.684282378550167,-0.21118336230658166,-1.8531304341501167,-2.3793674336704482
STOCK1S-00238,CC(=O)Nc1cc(OC(C)=O)c2nonc2c1OC(C)=O,-1.6485450454083146,1.7230437080480647,-1.2015628012499815,-1.2070408962510866,-1.5086057490649916,-3.3468833939351423
STOCK1S-00239,CCOC(=O)C1C(=O)CC(C)(O)C(C(=O)OCC)C1c1cccc([N+](=O)[O-])c1,-0.7949091645014074,2.214317713645912,0.03923643071174796,-0.3449910416076407,-2.3728840922463905,-2.6764772755970228
STOCK1S-00240,Cc1ccc(NC(=O)N(O)C2N(c3ccc(C)cc3)C(=O)N(CCC(C)C)C2(C)C)cc1,2.0740009107568107,-0.03715703664631657,0.5986600207799222,-0.6250998763640119,-0.14197797986969066,-1.1635922781624797
STOCK1S-00241,CC(C)=CCCC1=CCC(/C(C)=N/NC(N)=O)CC1,0.6681023900517092,-0.3789128666274286,-1.5718405054849398,-0.7512584886318546,-3.0480891868965725,-3.8174526541655274
STOCK1S-00245,COc1ccc(C(=O)C2=NN[C@H]3C(=O)N(c4ccc(C)cc4)C(=O)[C@@H]23)cc1,-0.7928694132925497,0.43552608468172543,-0.3329684521450728,-1.1234620904681458,0.07043276168106978,-0.8788219046269843
STOCK1S-00246,Cc1cc(C)nc(N(C#N)C(C)C(=O)N(C)C)n1,-1.8810766832180816,-0.15582225538975805,-1.7709143969996928,-1.5875564842634724,-2.028359407161265,-3.8427552819002098
STOCK1S-00247,CCOC(=O)c1ccc2[nH]c(C)c(C)c2c1,0.1500055830018776,-1.3832161679260884,-2.1432751369824534,-0.7250986793782561,-2.4235145855769256,-3.383762523467924
STOCK1S-00249,Cc1ccc(-n2c(N)c(C#N)c3nc4ccccc4nc32)cc1,0.1795819755303128,0.1368852841774057,-1.126523997308418,-0.00822811702525046,-1.8333528976928763,-1.7963064246940148
STOCK1S-00253,CCCOc1ccc(NC(=O)c2ccco2)cc1,-0.3216868840464435,-1.0121895839882618,-1.7961837305390342,-0.5394813193722138,-1.3772829069889163,-2.515808446801015
STOCK1S-00256,CCCn1c(=O)c(C(=O)Nn2c(Cc3ccccc3)nc3ccccc3c2=O)c(O)c2ccccc21,-0.2579446587696433,1.1534506580795454,1.1183584789745296,-0.19231566362464889,0.7828196248708631,0.39873376271254746
STOCK1S-00257,Cc1cccc(Nc2nc3c(c(=O)[nH]c(=O)n3C)n2CCC#N)c1,-0.899956351757574,1.2436362243245611,-0.8163615960786006,-1.4822543281061988,1.1617572233915856,-1.8213470826332567
STOCK1S-00259,CN(C)C(C)(C)C#CC(O)(c1ccccc1)c1ccccc1,0.13470744893544545,-2.119731625593716,-1.2001595622189998,-0.15932268782137704,-3.0480891868965725,-2.750998501255568
STOCK1S-00264,COc1ccc(/C=N/NC(=O)c2cc3ccccc3oc2=O)c(OC)c1,-0.7576837049397561,0.5170095348855542,-0.4695487409161007,-0.5267328743168536,-0.21317711111575546,-1.213713118319782
STOCK1S-00266,CCOC(=O)C1=C(C)NC(=O)NC1c1ccc(O)c(OC)c1,-0.9091352321974332,0.7844018277874425,-1.039679884744272,-1.0380475085972338,-1.4211890379239895,-2.676789121073284
STOCK1S-00269,O=C1c2ccccc2C(=O)C1c1ccc2ccccc2n1,-0.4552905882266163,-1.187814107728555,-1.4493542938910542,-0.09802816399520643,-1.187814107728555,-1.4493542938910542
STOCK1S-00272,N#CC12CCCCC1CC1CCCCC1(C#N)N2Cc1ccccn1,-0.20797075415263186,-0.5280354915150194,-0.6913578091056714,0.4156321841753612,-2.410065860786001,-1.311158671974425
